split,policy,pool_idx,n_samples,reward_mean,reward_max,reward_p50,reward_p90,reward_p95,positive_rate,high_reward_rate,near_miss_rate,collision_rate,init_invalid_rate,goal_offlane_rate,controlled_parking_rate,small_vehicle_rate,ego_adv_min_dist_mean,ego_adv_min_dist_min,r_approach_mean,r_ttc_mean,constraint_mean,adv_length_mean,adv_width_mean
train,conditioning_real_adv,653,1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,35.35673141479492,35.35673141479492,2.3359321588145576e-08,0.0,1.5,5.509212970733643,2.479449510574341
train,conditioning_real_adv,662,1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,33.40427017211914,33.40427017211914,9.173918158467131e-08,0.0,1.5,4.7309250831604,2.157533884048462
train,conditioning_real_adv,815,1,0.00032514333724975586,0.00032514333724975586,0.00032514333724975586,0.00032514333724975586,0.00032514333724975586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.925100326538086,17.925100326538086,0.0003251510497648269,0.0,0.0,4.608375072479248,2.1566877365112305
train,conditioning_real_adv,865,1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.819469451904297,16.819469451904297,0.0015740323578938842,0.0,1.5,5.282850742340088,2.356877565383911
train,conditioning_real_adv,920,1,4.4345855712890625e-05,4.4345855712890625e-05,4.4345855712890625e-05,4.4345855712890625e-05,4.4345855712890625e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.262323379516602,15.262323379516602,4.436366361915134e-05,0.0,0.0,9.60117244720459,2.8394081592559814
train,conditioning_real_adv,936,1,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.71711349487305,34.71711349487305,7.294707372873521e-12,0.0,0.5,4.836647987365723,2.237072706222534
train,conditioning_real_adv,965,1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,33.108821868896484,33.108821868896484,4.098422989873285e-10,0.0,1.5,5.298969745635986,2.320371627807617
train,conditioning_real_adv,1001,1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,40.49681854248047,40.49681854248047,1.4722779202377967e-12,0.0,1.5,5.040426731109619,2.3135828971862793
train,conditioning_real_adv,1015,1,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.649261474609375,40.649261474609375,3.122649708253711e-11,0.0,0.5,4.648180961608887,2.112492561340332
train,conditioning_real_adv,1062,1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,42.103214263916016,42.103214263916016,8.235811477241839e-10,0.0,1.5,8.138422966003418,2.8123929500579834
train,conditioning_real_adv,1085,1,-0.4999998211860657,-0.4999998211860657,-0.4999998211860657,-0.4999998211860657,-0.4999998211860657,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.03560447692871,31.03560447692871,1.6121708767968812e-07,0.0,0.5,5.533223628997803,2.3300845623016357
train,conditioning_real_adv,1217,1,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.796234130859375,32.796234130859375,1.338053334798417e-09,0.0,0.5,5.293454170227051,2.3574869632720947
train,conditioning_real_adv,1325,1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,31.70095443725586,31.70095443725586,2.098481388657092e-10,0.0,1.5,4.780819416046143,2.1423795223236084
train,conditioning_real_adv,1342,1,-0.13343846797943115,-0.13343846797943115,-0.13343846797943115,-0.13343846797943115,-0.13343846797943115,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.7785062789917,8.7785062789917,0.1993691623210907,0.8333333134651184,1.0,4.334692001342773,2.049560546875
train,conditioning_real_adv,1346,1,-0.4999839663505554,-0.4999839663505554,-0.4999839663505554,-0.4999839663505554,-0.4999839663505554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.951839447021484,27.951839447021484,1.6040523405536078e-05,0.0,0.5,4.726278305053711,2.145212173461914
train,conditioning_real_adv,1416,1,-0.4999999403953552,-0.4999999403953552,-0.4999999403953552,-0.4999999403953552,-0.4999999403953552,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.868019104003906,31.868019104003906,3.374467993921826e-08,0.0,0.5,4.573984622955322,2.110454797744751
train,conditioning_real_adv,1417,1,0.0022748708724975586,0.0022748708724975586,0.0022748708724975586,0.0022748708724975586,0.0022748708724975586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.952435493469238,11.952435493469238,0.0022748836781829596,0.0,0.0,4.48692512512207,2.0794143676757812
train,conditioning_real_adv,1431,1,1.6689300537109375e-06,1.6689300537109375e-06,1.6689300537109375e-06,1.6689300537109375e-06,1.6689300537109375e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.278657913208008,26.278657913208008,1.6932882545006578e-06,0.0,0.0,4.457085609436035,2.0130741596221924
train,conditioning_real_adv,1493,1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,38.682525634765625,38.682525634765625,2.50222886855056e-09,0.0,1.5,0.8578724265098572,0.8477790951728821
